Sequence ID	Cascade-Cluster-ID	Single-Step-Cluster-ID				Single-Step-Sequence ID	Single-Step-Cluster ID
21450	13802	13802				21450	13802
21451	13802	13802				21451	13802
21452	13802	13802				21452	13802
21453	13802	13802				21453	13802
21454	13802	13802				21454	13802
21455	13802	13802				21455	13802
21456	13802	13802				21456	13802
21457	13802	13802				21457	13802
21458	13802	13802				21458	13802
21459	13802	13802				21459	13802
21460	13802	13802				21460	13802
21461	13802	13802				21461	13802
21462	13802	13802				21462	13802
21463	13802	13802				21463	13802
21464	13802	13802				21464	13802
21465	13802	13802				21465	13802
21466	13802	13802				21466	13802
21467	13802	13802				21467	13802
21468	13802	13802				21468	13802
21469	13802	13802				21469	13802
21470	13802	13802				21470	13802
21471	13802	13802				21471	13802
21472	13802	13802				21472	13802
21473	13802	13802				21473	13802
21474	13802	13802				21474	13802
21475	13802	13802				21475	13802
21476	13802	13802				21476	13802
21477	13802	13802				21477	13802
21478	13802	13802				21478	13802
21479	13802	13802				21479	13802
21480	13802	13802				21480	13802
21481	13802	13802				21481	13802
21482	13802	13802				21482	13802
21483	13802	13802				21483	13802
21484	13802	13802				21484	13802
21485	13802	13802				21485	13802
21486	13802	13802				21486	13802
21487	13802	13802				21487	13802
21488	13802	13802				21488	13802
21489	13802	13802				21489	13802
21490	13802	13802				21490	13802
21491	13802	13802				21491	13802
21492	13802	13802				21492	13802
21493	13802	13802				21493	13802
21494	13802	13802				21494	13802
21495	13802	13802				21495	13802
21496	13802	13802				21496	13802
21497	13802	13802				21497	13802
21498	13802	13802				21498	13802
21499	13802	13802				21499	13802
21500	13802	13802				21500	13802
21501	13802	13802				21501	13802
21502	13802	13802				21502	13802
21503	13802	13802				21503	13802
21504	13802	13802				21504	13802
21505	13802	13802				21505	13802
21506	13802	13802				21506	13802
21507	13802	13802				21507	13802
21508	13802	13802				21508	13802
21509	13802	13802				21509	13802
21510	13802	13802				21510	13802
21511	13802	13802				21511	13802
21512	13802	13802				21512	13802
21513	13802	13802				21513	13802
21514	13802	13802				21514	13802
21515	13802	13802				21515	13802
21516	13802	13802				21516	13802
21517	13802	13802				21517	13802
21518	13802	13802				21518	13802
21519	13802	13802				21519	13802
21520	13802	13802				21520	13802
21521	13802	13802				21521	13802
21522	13802	13802				21522	13802
21523	13802	13802				21523	13802
21524	13802	13802				21524	13802
21525	13802	13802				21525	13802
21526	13802	13802				21526	13802
21527	13802	13802				21527	13802
21528	13802	13802				21528	13802
21529	13802	13802				21529	13802
21530	13802	13802				21530	13802
21531	13802	13802				21531	13802
21532	13802	13802				21532	13802
21533	13802	13802				21533	13802
21534	13802	13802				21534	13802
21535	13802	13802				21535	13802
21536	13802	13802				21536	13802
21537	13802	13802				21537	13802
21538	13802	13802				21538	13802
21539	13802	13802				21539	13802
21540	13802	13802				21540	13802
21541	13802	13802				21541	13802
21542	13802	13802				21542	13802
21543	13802	13802				21543	13802
21544	13802	13802				21544	13802
21545	13802	13802				21545	13802
21546	13802	13802				21546	13802
21547	13802	13802				21547	13802
21548	13802	13802				21548	13802
21549	13802	13802				21549	13802
21550	13802	13802				21550	13802
21551	13802	13802				21551	13802
21552	13802	13802				21552	13802
21553	13802	13802				21553	13802
21554	13802	13802				21554	13802
21555	13802	13802				21555	13802
21556	13802	13802				21556	13802
21557	13802	13802				21557	13802
21558	13802	13802				21558	13802
21559	13802	13802				21559	13802
21560	13802	13802				21560	13802
21561	13802	13802				21561	13802
21562	13802	13802				21562	13802
21563	13802	13802				21563	13802
21564	13802	13802				21564	13802
21565	13802	13802				21565	13802
21566	13802	13802				21566	13802
21567	13802	13802				21567	13802
21568	13802	13802				21568	13802
21569	13802	13802				21569	13802
21570	13802	13802				21570	13802
21571	13802	13802				21571	13802
21572	13802	13802				21572	13802
21573	13802	13802				21573	13802
21574	13802	13802				21574	13802
21575	13802	13802				21575	13802
21576	13802	13802				21576	13802
21577	13802	13802				21577	13802
21578	13802	13802				21578	13802
21579	13802	13802				21579	13802
21580	13802	13802				21580	13802
21581	13802	13802				21581	13802
21582	13802	13802				21582	13802
21583	13802	13802				21583	13802
21584	13802	13802				21584	13802
21585	13802	13802				21585	13802
21586	13802	13802				21586	13802
21587	13802	13802				21587	13802
21588	13802	13802				21588	13802
21589	13802	13802				21589	13802
21590	13802	13802				21590	13802
21591	13802	13802				21591	13802
21592	13802	13802				21592	13802
21593	13802	13802				21593	13802
21594	13802	13802				21594	13802
21595	13802	13802				21595	13802
21596	13802	13802				21596	13802
21597	13802	13802				21597	13802
21598	13802	13802				21598	13802
21599	13802	13802				21599	13802
21600	13802	13802				21600	13802
21601	13802	13802				21601	13802
21602	13802	13802				21602	13802
21603	13802	13802				21603	13802
21604	13802	13802				21604	13802
21605	13802	13802				21605	13802
21606	13802	13802				21606	13802
21607	13802	13802				21607	13802
21608	13802	13802				21608	13802
21609	13802	13802				21609	13802
21610	13802	13802				21610	13802
21611	13802	13802				21611	13802
21612	13802	13802				21612	13802
21613	13802	13802				21613	13802
21614	13802	13802				21614	13802
21615	13802	13802				21615	13802
21616	13802	13802				21616	13802
21617	13802	13802				21617	13802
21618	13802	13802				21618	13802
21619	13802	13802				21619	13802
21620	13802	13802				21620	13802
21621	13802	13802				21621	13802
21622	13802	13802				21622	13802
21623	13802	13802				21623	13802
21624	13802	13802				21624	13802
21625	13802	13802				21625	13802
21626	13802	13802				21626	13802
21627	13802	13802				21627	13802
21628	13802	13802				21628	13802
21629	13802	13802				21629	13802
21630	13802	13802				21630	13802
21631	13802	13802				21631	13802
21632	13802	13802				21632	13802
21633	13802	13802				21633	13802
21634	13802	13802				21634	13802
21635	13802	13802				21635	13802
21636	13802	13802				21636	13802
21637	13802	13802				21637	13802
21638	13802	13802				21638	13802
21639	13802	13802				21639	13802
21640	13802	13802				21640	13802
21641	13802	13802				21641	13802
21642	13802	13802				21642	13802
21643	13802	13802				21643	13802
21644	13802	13802				21644	13802
21645	13802	13802				21645	13802
21646	13802	13802				21646	13802
21647	13802	13802				21647	13802
21648	13802	13802				21648	13802
21649	13802	13802				21649	13802
21650	13802	13802				21650	13802
21651	13802	13802				21651	13802
21652	13802	13802				21652	13802
21653	13802	13802				21653	13802
21654	13802	13802				21654	13802
21655	13802	13802				21655	13802
21656	13802	13802				21656	13802
21657	13802	13802				21657	13802
21658	13802	13802				21658	13802
21659	13802	13802				21659	13802
21660	13802	13802				21660	13802
21661	13802	13802				21661	13802
21662	13802	13802				21662	13802
21663	13802	13802				21663	13802
21664	13802	13802				21664	13802
21665	13802	13802				21665	13802
21666	13802	13802				21666	13802
21667	13802	13802				21667	13802
21668	13802	13802				21668	13802
21669	13802	13802				21669	13802
21670	13802	13802				21670	13802
21671	13802	13802				21671	13802
21672	13802	13802				21672	13802
21673	13802	13802				21673	13802
21674	13802	13802				21674	13802
21675	13802	13802				21675	13802
21676	13802	13802				21676	13802
21677	13802	13802				21677	13802
21678	13802	13802				21678	13802
21679	13802	13802				21679	13802
21680	13802	13802				21680	13802
21681	13802	13802				21681	13802
21682	13802	13802				21682	13802
21683	13802	13802				21683	13802
21684	13802	13802				21684	13802
21685	13802	13802				21685	13802
21686	13802	13802				21686	13802
21687	13802	13802				21687	13802
21688	13802	13802				21688	13802
21689	13802	13802				21689	13802
21690	13802	13802				21690	13802
21691	13802	13802				21691	13802
21692	13802	13802				21692	13802
21693	13802	13802				21693	13802
21694	13802	13802				21694	13802
21695	13802	13802				21695	13802
21696	13802	13802				21696	13802
21697	13802	13802				21697	13802
21698	13802	13802				21698	13802
21699	13802	13802				21699	13802
21700	13802	13802				21700	13802
21701	13802	13802				21701	13802
21702	13802	13802				21702	13802
21703	13802	13802				21703	13802
21704	13802	13802				21704	13802
21705	13802	13802				21705	13802
21706	13802	13802				21706	13802
21707	13802	13802				21707	13802
21708	13802	13802				21708	13802
21709	13802	13802				21709	13802
21710	13802	13802				21710	13802
21711	13802	13802				21711	13802
21712	13802	13802				21712	13802
21713	13802	13802				21713	13802
21714	13802	13802				21714	13802
21715	13802	13802				21715	13802
21716	13802	13802				21716	13802
21717	13802	13802				21717	13802
21718	13802	13802				21718	13802
21719	13802	13802				21719	13802
21720	13802	13802				21720	13802
21721	13802	13802				21721	13802
21722	13802	13802				21722	13802
21723	13802	13802				21723	13802
21724	13802	13802				21724	13802
21725	13802	13802				21725	13802
21726	13802	13802				21726	13802
21727	13802	13802				21727	13802
21728	13802	13802				21728	13802
21729	13802	13802				21729	13802
21730	13802	13802				21730	13802
21731	13802	13802				21731	13802
21732	13802	13802				21732	13802
21733	13802	13802				21733	13802
21734	13802	13802				21734	13802
21735	13802	13802				21735	13802
21736	13802	13802				21736	13802
21737	13802	13802				21737	13802
21738	13802	13802				21738	13802
21739	13802	13802				21739	13802
21740	13802	13802				21740	13802
21741	13802	13802				21741	13802
21742	13802	13802				21742	13802
21743	13802	13802				21743	13802
21744	13802	13802				21744	13802
21745	13802	13802				21745	13802
21746	13802	13802				21746	13802
21747	13802	13802				21747	13802
21748	13802	13802				21748	13802
21749	13802	13802				21749	13802
21750	13802	13802				21750	13802
21751	13802	13802				21751	13802
21752	13802	13802				21752	13802
21753	13802	13802				21753	13802
21754	13802	13802				21754	13802
21755	13802	13802				21755	13802
21756	13802	13802				21756	13802
21757	13802	13802				21757	13802
21758	13802	13802				21758	13802
21759	13802	13802				21759	13802
21760	13802	13802				21760	13802
21761	13802	13802				21761	13802
21762	13802	13802				21762	13802
21763	13802	13802				21763	13802
21764	13802	13802				21764	13802
21765	13802	13802				21765	13802
21766	13802	13802				21766	13802
21767	13802	13802				21767	13802
21768	13802	13802				21768	13802
21769	13802	13802				21769	13802
21770	13802	13802				21770	13802
21771	13802	13802				21771	13802
21772	13802	13802				21772	13802
21773	13802	13802				21773	13802
21774	13802	13802				21774	13802
21775	13802	13802				21775	13802
21776	13802	13802				21776	13802
21777	13802	13802				21777	13802
21778	13802	13802				21778	13802
21779	13802	13802				21779	13802
21780	13802	13802				21780	13802
21781	13802	13802				21781	13802
21782	13802	13802				21782	13802
21783	13802	13802				21783	13802
21784	13802	13802				21784	13802
21785	13802	13802				21785	13802
21786	13802	13802				21786	13802
21787	13802	13802				21787	13802
21788	13802	13802				21788	13802
21789	13802	13802				21789	13802
21790	13802	13802				21790	13802
21791	13802	13802				21791	13802
21792	13802	13802				21792	13802
21793	13802	13802				21793	13802
21794	13802	13802				21794	13802
21795	13802	13802				21795	13802
21796	13802	13802				21796	13802
21797	13802	13802				21797	13802
21798	13802	13802				21798	13802
21799	13802	13802				21799	13802
21800	13802	13802				21800	13802
21801	13802	13802				21801	13802
21802	13802	13802				21802	13802
21803	13802	13802				21803	13802
21804	13802	13802				21804	13802
21805	13802	13802				21805	13802
21806	13802	13802				21806	13802
21807	13802	13802				21807	13802
21808	13802	13802				21808	13802
21809	13802	13802				21809	13802
21810	13802	13802				21810	13802
21811	13802	13802				21811	13802
21812	13802	13802				21812	13802
21813	13802	13802				21813	13802
21814	13802	13802				21814	13802
21815	13802	13802				21815	13802
21816	13802	13802				21816	13802
21817	13802	13802				21817	13802
21818	13802	13802				21818	13802
21819	13802	13802				21819	13802
21820	13802	13802				21820	13802
21821	13802	13802				21821	13802
21822	13802	13802				21822	13802
21823	13802	13802				21823	13802
21824	13802	13802				21824	13802
21825	13802	13802				21825	13802
21826	13802	13802				21826	13802
21827	13802	13802				21827	13802
21828	13802	13802				21828	13802
21829	13802	13802				21829	13802
21830	13802	13802				21830	13802
21831	13802	13802				21831	13802
21832	13802	13802				21832	13802
21833	13802	13802				21833	13802
21834	13802	13802				21834	13802
21835	13802	13802				21835	13802
21836	13802	13802				21836	13802
21837	13802	13802				21837	13802
21838	13802	13802				21838	13802
21839	13802	13802				21839	13802
21840	13802	13802				21840	13802
21841	13802	13802				21841	13802
21842	13802	13802				21842	13802
21843	13802	13802				21843	13802
21844	13802	13802				21844	13802
21845	13802	13802				21845	13802
21846	13802	13802				21846	13802
21847	13802	13802				21847	13802
21848	13802	13802				21848	13802
21849	13802	13802				21849	13802
21850	13802	13802				21850	13802
21851	13802	13802				21851	13802
21852	13802	13802				21852	13802
21853	13802	13802				21853	13802
21854	13802	13802				21854	13802
21855	13802	13802				21855	13802
21856	13802	13802				21856	13802
21857	13802	13802				21857	13802
21858	13802	13802				21858	13802
21859	13802	13802				21859	13802
21860	13802	13802				21860	13802
21861	13802	13802				21861	13802
21862	13802	13802				21862	13802
21863	13802	13802				21863	13802
21864	13802	13802				21864	13802
21865	13802	13802				21865	13802
21866	13802	13802				21866	13802
21867	13802	13802				21867	13802
21868	13802	13802				21868	13802
21869	13802	13802				21869	13802
21870	13802	13802				21870	13802
21871	13802	13802				21871	13802
21872	13802	13802				21872	13802
21873	13802	13802				21873	13802
21874	13802	13802				21874	13802
21875	13802	13802				21875	13802
21876	13802	13802				21876	13802
21877	13802	13802				21877	13802
21878	13802	13802				21878	13802
21879	13802	13802				21879	13802
21880	13802	13802				21880	13802
21881	13802	13802				21881	13802
21882	13802	13802				21882	13802
21883	13802	13802				21883	13802
21884	13802	13802				21884	13802
21885	13802	13802				21885	13802
21886	13802	13802				21886	13802
21887	13802	13802				21887	13802
21888	13802	13802				21888	13802
21889	13802	13802				21889	13802
21890	13802	13802				21890	13802
21891	13802	13802				21891	13802
21892	13802	13802				21892	13802
21893	13802	13802				21893	13802
21894	13802	13802				21894	13802
21895	13802	13802				21895	13802
21896	13802	13802				21896	13802
21897	13802	13802				21897	13802
21898	13802	13802				21898	13802
21899	13802	13802				21899	13802
21900	13802	13802				21900	13802
21901	13802	13802				21901	13802
21902	13802	13802				21902	13802
21903	13802	13802				21903	13802
21904	13802	13802				21904	13802
21905	13802	13802				21905	13802
21906	13802	13802				21906	13802
21907	13802	13802				21907	13802
21908	13802	13802				21908	13802
21909	13802	13802				21909	13802
21910	13802	13802				21910	13802
21911	13802	13802				21911	13802
21912	13802	13802				21912	13802
21913	13802	13802				21913	13802
21914	13802	13802				21914	13802
21915	13802	13802				21915	13802
21916	13802	13802				21916	13802
21917	13802	13802				21917	13802
21918	13802	13802				21918	13802
21919	13802	13802				21919	13802
21920	13802	13802				21920	13802
21921	13802	13802				21921	13802
21922	13802	13802				21922	13802
21923	13802	13802				21923	13802
21924	13802	13802				21924	13802
21925	13802	13802				21925	13802
21926	13802	13802				21926	13802
21927	13802	13802				21927	13802
21928	13802	13802				21928	13802
21929	13802	13802				21929	13802
21930	13802	13802				21930	13802
21931	13802	13802				21931	13802
21932	13802	13802				21932	13802
21933	13802	13802				21933	13802
21934	13802	13802				21934	13802
21935	13802	13802				21935	13802
21936	13802	13802				21936	13802
21937	13802	13802				21937	13802
21938	13802	13802				21938	13802
21939	13802	13802				21939	13802
21940	13802	13802				21940	13802
21941	13802	13802				21941	13802
21942	13802	13802				21942	13802
21943	13802	13802				21943	13802
21944	13802	13802				21944	13802
21945	13802	13802				21945	13802
21946	13802	13802				21946	13802
21947	13802	13802				21947	13802
21948	13802	13802				21948	13802
21949	13802	13802				21949	13802
21950	13802	13802				21950	13802
21951	13802	13802				21951	13802
21952	13802	13802				21952	13802
21953	13802	13802				21953	13802
21954	13802	13802				21954	13802
21955	13802	13802				21955	13802
21956	13802	13802				21956	13802
21957	13802	13802				21957	13802
21958	13802	13802				21958	13802
21959	13802	13802				21959	13802
21960	13802	13802				21960	13802
21961	13802	13802				21961	13802
21962	13802	13802				21962	13802
21963	13802	13802				21963	13802
21964	13802	13802				21964	13802
21965	13802	13802				21965	13802
21966	13802	13802				21966	13802
21967	13802	13802				21967	13802
21968	13802	13802				21968	13802
21969	13802	13802				21969	13802
21970	13802	13802				21970	13802
21971	13802	13802				21971	13802
21972	13802	13802				21972	13802
21973	13802	13802				21973	13802
21974	13802	13802				21974	13802
21975	13802	13802				21975	13802
21976	13802	13802				21976	13802
21977	13802	13802				21977	13802
21978	13802	13802				21978	13802
21979	13802	13802				21979	13802
21980	13802	13802				21980	13802
21981	13802	13802				21981	13802
21982	13802	13802				21982	13802
21983	13802	13802				21983	13802
21984	13802	13802				21984	13802
21985	13802	13802				21985	13802
21986	13802	13802				21986	13802
21987	13802	13802				21987	13802
21988	13802	13802				21988	13802
21989	13802	13802				21989	13802
21990	13802	13802				21990	13802
21991	13802	13802				21991	13802
21992	13802	13802				21992	13802
21993	13802	13802				21993	13802
21994	13802	13802				21994	13802
21995	13802	13802				21995	13802
21996	13802	13802				21996	13802
21997	13802	13802				21997	13802
21998	13802	13802				21998	13802
21999	13802	13802				21999	13802
22000	13802	13802				22000	13802
22001	13802	13802				22001	13802
22002	13802	13802				22002	13802
22003	13802	13802				22003	13802
22004	13802	13802				22004	13802
22005	13802	13802				22005	13802
22006	13802	13802				22006	13802
22007	13802	13802				22007	13802
22008	13802	13802				22008	13802
22009	13802	13802				22009	13802
22010	13802	13802				22010	13802
22011	13802	13802				22011	13802
22012	13802	13802				22012	13802
22013	13802	13802				22013	13802
22014	13802	13802				22014	13802
22015	13802	13802				22015	13802
22016	13802	13802				22016	13802
22017	13802	13802				22017	13802
22018	13802	13802				22018	13802
22019	13802	13802				22019	13802
22020	13802	13802				22020	13802
22021	13802	13802				22021	13802
22022	13802	13802				22022	13802
22023	13802	13802				22023	13802
22024	13802	13802				22024	13802
22025	13802	13802				22025	13802
22026	13802	13802				22026	13802
22027	13802	13802				22027	13802
22028	13802	13802				22028	13802
22029	13802	13802				22029	13802
22030	13802	13802				22030	13802
22031	13802	13802				22031	13802
22032	13802	13802				22032	13802
22033	13802	13802				22033	13802
22034	13802	13802				22034	13802
22035	13802	13802				22035	13802
22036	13802	13802				22036	13802
22037	13802	13802				22037	13802
22038	13802	13802				22038	13802
22039	13802	13802				22039	13802
22040	13802	13802				22040	13802
22041	13802	13802				22041	13802
22042	13802	13802				22042	13802
22043	13802	13802				22043	13802
22044	13802	13802				22044	13802
22045	13802	13802				22045	13802
22046	13802	13802				22046	13802
22047	13802	13802				22047	13802
22048	13802	13802				22048	13802
22049	13802	13802				22049	13802
22050	13802	13802				22050	13802
22051	13802	13802				22051	13802
22052	13802	13802				22052	13802
22053	13802	13802				22053	13802
22054	13802	13802				22054	13802
22055	13802	13802				22055	13802
22056	13802	13802				22056	13802
22057	13802	13802				22057	13802
22058	13802	13802				22058	13802
22059	13802	13802				22059	13802
22060	13802	13802				22060	13802
22061	13802	13802				22061	13802
22062	13802	13802				22062	13802
22063	13802	13802				22063	13802
22064	13802	13802				22064	13802
22065	13802	13802				22065	13802
22066	13802	13802				22066	13802
22067	13802	13802				22067	13802
22068	13802	13802				22068	13802
22069	13802	13802				22069	13802
22070	13802	13802				22070	13802
22071	13802	13802				22071	13802
22072	13802	13802				22072	13802
22073	13802	13802				22073	13802
22074	13802	13802				22074	13802
22075	13802	13802				22075	13802
22076	13802	13802				22076	13802
22077	13802	13802				22077	13802
22078	13802	13802				22078	13802
22079	13802	13802				22079	13802
22080	13802	13802				22080	13802
22081	13802	13802				22081	13802
22082	13802	13802				22082	13802
22083	13802	13802				22083	13802
22084	13802	13802				22084	13802
22085	13802	13802				22085	13802
22086	13802	13802				22086	13802
22087	13802	13802				22087	13802
22088	13802	13802				22088	13802
22089	13802	13802				22089	13802
22090	13802	13802				22090	13802
22091	13802	13802				22091	13802
22092	13802	13802				22092	13802
22093	13802	13802				22093	13802
22094	13802	13802				22094	13802
22095	13802	13802				22095	13802
22096	13802	13802				22096	13802
22097	13802	13802				22097	13802
22098	13802	13802				22098	13802
22099	13802	13802				22099	13802
22100	13802	13802				22100	13802
22101	13802	13802				22101	13802
22102	13802	13802				22102	13802
22103	13802	13802				22103	13802
22104	13802	13802				22104	13802
22105	13802	13802				22105	13802
22106	13802	13802				22106	13802
22107	13802	13802				22107	13802
22108	13802	13802				22108	13802
22109	13802	13802				22109	13802
22110	13802	13802				22110	13802
22111	13802	13802				22111	13802
22112	13802	13802				22112	13802
22113	13802	13802				22113	13802
22114	13802	13802				22114	13802
22115	13802	13802				22115	13802
22116	13802	13802				22116	13802
22117	13802	13802				22117	13802
22118	13802	13802				22118	13802
22119	13802	13802				22119	13802
22120	13802	13802				22120	13802
22121	13802	13802				22121	13802
22122	13802	13802				22122	13802
22123	13802	13802				22123	13802
22124	13802	13802				22124	13802
22125	13802	13802				22125	13802
22126	13802	13802				22126	13802
22127	13802	13802				22127	13802
22128	13802	13802				22128	13802
22129	13802	13802				22129	13802
22130	13802	13802				22130	13802
22131	13802	13802				22131	13802
22132	13802	13802				22132	13802
22133	13802	13802				22133	13802
22134	13802	13802				22134	13802
22135	13802	13802				22135	13802
22136	13802	13802				22136	13802
22137	13802	13802				22137	13802
22138	13802	13802				22138	13802
22139	13802	13802				22139	13802
22140	13802	13802				22140	13802
22141	13802	13802				22141	13802
22142	13802	13802				22142	13802
22143	13802	13802				22143	13802
22144	13802	13802				22144	13802
22145	13802	13802				22145	13802
22146	13802	13802				22146	13802
22147	13802	13802				22147	13802
22148	13802	13802				22148	13802
22149	13802	13802				22149	13802
22150	13802	13802				22150	13802
22151	13802	13802				22151	13802
22152	13802	13802				22152	13802
22153	13802	13802				22153	13802
22154	13802	13802				22154	13802
22155	13802	13802				22155	13802
22156	13802	13802				22156	13802
22157	13802	13802				22157	13802
22158	13802	13802				22158	13802
22159	13802	13802				22159	13802
22160	13802	13802				22160	13802
22161	13802	13802				22161	13802
22162	13802	13802				22162	13802
22163	13802	13802				22163	13802
22164	13802	13802				22164	13802
22165	13802	13802				22165	13802
22166	13802	13802				22166	13802
22167	13802	13802				22167	13802
22168	13802	13802				22168	13802
22169	13802	13802				22169	13802
22170	13802	13802				22170	13802
22171	13802	13802				22171	13802
22172	13802	13802				22172	13802
22173	13802	13802				22173	13802
22174	13802	13802				22174	13802
22175	13802	13802				22175	13802
22176	13802	13802				22176	13802
22177	13802	13802				22177	13802
22178	13802	13802				22178	13802
22179	13802	13802				22179	13802
22180	13802	13802				22180	13802
22181	13802	13802				22181	13802
22182	13802	13802				22182	13802
22183	13802	13802				22183	13802
22184	13802	13802				22184	13802
22185	13802	13802				22185	13802
22186	13802	13802				22186	13802
22187	13802	13802				22187	13802
22188	13802	13802				22188	13802
22189	13802	13802				22189	13802
22190	13802	13802				22190	13802
22191	13802	13802				22191	13802
22192	13802	13802				22192	13802
22193	13802	13802				22193	13802
22194	13802	13802				22194	13802
22195	13802	13802				22195	13802
22196	13802	13802				22196	13802
22197	13802	13802				22197	13802
22198	13802	13802				22198	13802
22199	13802	13802				22199	13802
22200	13802	13802				22200	13802
22201	13802	13802				22201	13802
22202	13802	13802				22202	13802
22203	13802	13802				22203	13802
22204	13802	13802				22204	13802
22205	13802	13802				22205	13802
22206	13802	13802				22206	13802
22207	13802	13802				22207	13802
22208	13802	13802				22208	13802
22209	13802	13802				22209	13802
22210	13802	13802				22210	13802
22211	13802	13802				22211	13802
22212	13802	13802				22212	13802
22213	13802	13802				22213	13802
22214	13802	13802				22214	13802
22215	13802	13802				22215	13802
22216	13802	13802				22216	13802
22217	13802	13802				22217	13802
22218	13802	13802				22218	13802
22219	13802	13802				22219	13802
22220	13802	13802				22220	13802
22221	13802	13802				22221	13802
22222	13802	13802				22222	13802
22223	13802	13802				22223	13802
22224	13802	13802				22224	13802
22225	13802	13802				22225	13802
22226	13802	13802				22226	13802
22227	13802	13802				22227	13802
22228	13802	13802				22228	13802
22229	13802	13802				22229	13802
22230	13802	13802				22230	13802
22231	13802	13802				22231	13802
22232	13802	13802				22232	13802
22233	13802	13802				22233	13802
22234	13802	13802				22234	13802
22235	13802	13802				22235	13802
22236	13802	13802				22236	13802
22237	13802	13802				22237	13802
22238	13802	13802				22238	13802
22239	13802	13802				22239	13802
22240	13802	13802				22240	13802
22241	13802	13802				22241	13802
22242	13802	13802				22242	13802
22243	13802	13802				22243	13802
22244	13802	13802				22244	13802
22245	13802	13802				22245	13802
22246	13802	13802				22246	13802
22247	13802	13802				22247	13802
22248	13802	13802				22248	13802
22249	13802	13802				22249	13802
22250	13802	13802				22250	13802
22251	13802	13802				22251	13802
22252	13802	13802				22252	13802
22253	13802	13802				22253	13802
22254	13802	13802				22254	13802
22255	13802	13802				22255	13802
22256	13802	13802				22256	13802
22257	13802	13802				22257	13802
22258	13802	13802				22258	13802
22259	13802	13802				22259	13802
22260	13802	13802				22260	13802
22261	13802	13802				22261	13802
22262	13802	13802				22262	13802
22263	13802	13802				22263	13802
22264	13802	13802				22264	13802
22265	13802	13802				22265	13802
22266	13802	13802				22266	13802
22267	13802	13802				22267	13802
22268	13802	13802				22268	13802
22269	13802	13802				22269	13802
22270	13802	13802				22270	13802
22271	13802	13802				22271	13802
22272	13802	13802				22272	13802
22273	13802	13802				22273	13802
22274	13802	13802				22274	13802
22275	13802	13802				22275	13802
22276	13802	13802				22276	13802
22277	13802	13802				22277	13802
22278	13802	13802				22278	13802
22279	13802	13802				22279	13802
22280	13802	13802				22280	13802
22281	13802	13802				22281	13802
22282	13802	13802				22282	13802
22283	13802	13802				22283	13802
22284	13802	13802				22284	13802
22285	13802	13802				22285	13802
22286	13802	13802				22286	13802
22287	13802	13802				22287	13802
22288	13802	13802				22288	13802
22289	13802	13802				22289	13802
22290	13802	13802				22290	13802
22291	13802	13802				22291	13802
22292	13802	13802				22292	13802
22293	13802	13802				22293	13802
22294	13802	13802				22294	13802
22295	13802	13802				22295	13802
22296	13802	13802				22296	13802
22297	13802	13802				22297	13802
22298	13802	13802				22298	13802
22299	13802	13802				22299	13802
22300	13802	13802				22300	13802
22301	13802	13802				22301	13802
22302	13802	13802				22302	13802
22303	13802	13802				22303	13802
22304	13802	13802				22304	13802
22305	13802	13802				22305	13802
22306	13802	13802				22306	13802
22307	13802	13802				22307	13802
22308	13802	13802				22308	13802
22309	13802	13802				22309	13802
22310	13802	13802				22310	13802
22311	13802	13802				22311	13802
22312	13802	13802				22312	13802
22313	13802	13802				22313	13802
22314	13802	13802				22314	13802
22315	13802	13802				22315	13802
22316	13802	13802				22316	13802
22317	13802	13802				22317	13802
22318	13802	13802				22318	13802
22319	13802	13802				22319	13802
22320	13802	13802				22320	13802
22321	13802	13802				22321	13802
22322	13802	13802				22322	13802
22323	13802	13802				22323	13802
22324	13802	13802				22324	13802
22325	13802	13802				22325	13802
22326	13802	13802				22326	13802
22327	13802	13802				22327	13802
22328	13802	13802				22328	13802
22329	13802	13802				22329	13802
22330	13802	13802				22330	13802
22331	13802	13802				22331	13802
22332	13802	13802				22332	13802
22333	13802	13802				22333	13802
22334	13802	13802				22334	13802
22335	13802	13802				22335	13802
22336	13802	13802				22336	13802
22337	13802	13802				22337	13802
22338	13802	13802				22338	13802
22339	13802	13802				22339	13802
22340	13802	13802				22340	13802
22341	13802	13802				22341	13802
22342	13802	13802				22342	13802
22343	13802	13802				22343	13802
22344	13802	13802				22344	13802
22345	13802	13802				22345	13802
22346	13802	13802				22346	13802
22347	13802	13802				22347	13802
22348	13802	13802				22348	13802
22349	13802	13802				22349	13802
22350	13802	13802				22350	13802
22351	13802	13802				22351	13802
22352	13802	13802				22352	13802
22353	13802	13802				22353	13802
22354	13802	13802				22354	13802
22355	13802	13802				22355	13802
22356	13802	13802				22356	13802
22357	13802	13802				22357	13802
22358	13802	13802				22358	13802
22359	13802	13802				22359	13802
22360	13802	13802				22360	13802
22361	13802	13802				22361	13802
22362	13802	13802				22362	13802
22363	13802	13802				22363	13802
22364	13802	13802				22364	13802
22365	13802	13802				22365	13802
22366	13802	13802				22366	13802
22367	13802	13802				22367	13802
22368	13802	13802				22368	13802
22369	13802	13802				22369	13802
22370	13802	13802				22370	13802
22371	13802	13802				22371	13802
22372	13802	13802				22372	13802
22373	13802	13802				22373	13802
22374	13802	13802				22374	13802
22375	13802	13802				22375	13802
22376	13802	13802				22376	13802
22377	13802	13802				22377	13802
22378	13802	13802				22378	13802
